rating,text
5,"Love the Food, love the staff, love the vibes, love the building, love the drinks. Love, love, love it! Best place to be. My favorite food there was the Mac and cheese. The chips are really good though! The Smashed Spuds, aka garlicy potatoes, had too much of a kick to them. But this place is a great place to go!!! GO THERE NOW!!!"
5,"Used curbside pick up on 11/2/20, food was still hot and fresh by the time I got home 15 min later. Service was prompt and food was brought out to my vehicle just a couple minutes after the scheduled time.  Ordered 2 of the ""pick 3 meals"".  We picked a combination of smoked wings, smoked Turkey, sausage, bbq chicken & pulled pork with coleslaw, bbq beans & loaded mashed potatoes for sides.  Everything was really tasty except we thought the coleslaw was bland.  We have ordered from this restaurant many times in the past and have never had any complaints.  Forgot to take pictures of the food, but it all looked, smelled and tasted very good."
5,Nice people great brisket and pulled pork. Will be back
5,Very yummy
5,By far best bbq in the area. Plenty of meats and sauces to pick from.  Service is always fast. Very friendly staff.
5,Always great food and nice staff!!
5,Smoked Prime rib is the bomb
5,"Love this place, very friendly"
5,Best brisket ever. There's a reason there is always a line of people at this truck.
5,Great food . Good service.  Best BBQ in the area
5,Chicken and Dressing was Fire 🔥...
5,"Great bbq... good portions, staff is always polite."
5,They have very good fish
5,Awesome BBQ! Get the brisket wrap you will not be disappointed
5,Great family restaurant
5,The meat loaf and service are top notch!!!
5,Came to this place due to the high reviews and it is awesome! BBQ is excellent and fries were good too! Love the decorating inside and everything!!
5,"Best BBQ in the area, with friendly staff and fun atmosphere. Fast growing locally owned small business."
5,You get a lot of food for the price.
5,"We went to an awful, awful BBQ shop before this one and let me tell you, BBQ'd Productions is heaven compared to that hell. The sampler for 2 gave a great breadth to what was offered. I ordered a second helping of macaroni and cheese - it was that good. From brussel sprouts to beans, it was all tasty. I recommend the pork ribs, hot links and mac for anyone. Add that to the fact that our waitress was fantastic and you've got yourself an awesome BBQ night."
5,The staff was really nice. The food was amazing!!
5,Love the food here.. it's delicious 😋 and you get alot of it for your money...
5,"Great , fast bbq!"
5,"Great place to stop for lunch. You can't go wrong with the porkchop sandwich everything on it, plus a huge selection of sauces.  They cook most the menu on charcoal. Good selection of salads. Decent selection of meats. Outside dining. Corn bread with and without jalapeno."
5,"Amazing people, amazing food amazing prices, huge portions. Very friendly staff"
5,"Important to the neighborhood, great BBQ. Nice environment."
5,Always great food!
5,Great service and food
5,Tried the sampler and was not disappointed! My fave side is the potato salad
5,I always enjoy my time at smokey bones!
5,Great food and service. Strong drinks!
5,"First time, great comfort food as only Michael Symon can do. Outstanding!!"
5,Best bbw in town. Highly recommend
5,By far the best BBQ that I have had.... And I like to try a lot of different BBQ places. Always clean always fresh meat. Been there over a dozen times haven't been let down once. Amazing BBQ
5,Great food and service
5,"Quite good Nice  place to eat,drink,and enjoy"
5,Great BBQ food on 4th Street.
5,"Lucille's BBQ is awesome. Their smoked chicken quarter had the perfect balance between smoke and sauce. Both the sauce and smoke complimented the quality of the tender and juicy half-chicken. The macaroni salad was so good that I decided to get two of them. Lucile's offers numerous sauce options to appease any palate. I can officially say that this is my go to BBQ spot in fort Wayne. I love their burnt end, brisket, pulled, pork, chicken, and jalapeno sausage. If you're anywhere in town and want good local BBQ, then go give Lucile's a visit."
5,Great BBQ(:
5,Eat all you want
5,Great place to eat
5,Great food great people
5,Very good food
5,"The food is amazing.  The choice of craft beer and other drinks are top notch.  Great bartenders and wait staff.  Just make sure you make a reservation during busy hours.  If you have to wait, the bar is always a good option too."
5,The food and the sauces are wonderfully tasty! The staff is friendly and the place has a very unassuming vibe. Definitely worth a try!
5,"Great food, reasonably priced, good service."
5,Delicious as always!!
5,Yum!
5,Great brisket
5,Always great and fast service.
5,Just tried the pulled pork sandwich. It was cooked perfectly and absolutely delicious. I loved the macaroni and cheese as well.
5,Excellent Bbq reasonably priced
5,The brisket is very good.
5,"Family style restaurant. I really feel like I'm sitting at my kitchen table, I absolutely love it. The food is amazing and the staff are really friendly. The atmosphere is not overbearing, it's a very casual place to eat."
5,Fantastic food!  A unique place to visit for sure.  Friendly and helpful staff.
5,Our waiter eric was outstanding!!! Great venue! Great food!!
5,Best biryani for to go.
5,Good food and neat atmosphere
5,Very tender brisket and moist worth the drive from anywhere
5,Eat there when i can great food yummy barbq
5,Loved the beef sausage links!
5,Fantastic food and service!  Pigwich is great! So is mac n cheese!
5,"Yummy, all sauces made in house"
5,"Amazing food, the pork loin I was able to cut with a fork... every time I come in I am impressed."
5,Loved this place!   Great atmosphere and excellent bbq!
5,Great food and service.
5,"Love this place. Food is always consistent and good and the servers are always good and well attentive too. Make sure you get the Smokey Bones card (free) if you frequent this place. You basically get 10 free dollars for every 100 you spend. My friends all use my card so I get all the points, suckers!"
5,Fire azz food
5,The best!!!!
5,I really like BBQ meat.  The brisket here was the best I've ever eaten and I've had a lot.  It was very flavorful and moist.  Very good place.  I'm glad someone recommended it to me.
5,Good food
5,Excellent service. Good food. Pleasantly surprised.
5,"Outstanding, from the music to the food everything was great. I especially recommend the baked Jalapeno bites... delicious. The waitstaff was incredible, and I was especially impressed that they had seperate drink menus for mixed drinks, wine, and beer. Loved how the overhead doors were open overlooking the river. Rays will be a regular stop for me whenever I pass through Grayling.."
5,"Food so good, I was glad I was hungery !!"
5,Classic
5,The nachos were amazing!
5,Great prices awesome food!!
5,"Grate food, great service! And when I thought bacon couldn't get any better I found PIG CANDY!"
5,Good food I highly recommend visiting this place
5,Service and food were amazing!!
5,This place is amazing!
5,"Great staff, delicious sauce and food"
5,Great food. Friendly staff and very clean.
5,There really good
5,Good food
5,"Got the family feast, 1# pulled pork 1# brisket, sauce, sides and tea. Fantastic for take out and excellent customer service. Their patio looks awesome!"
5,Awesome food 🍗🍖🍖🍗
5,Best place for bbq! And the service is really good too.
5,Awesome BBQ
5,"Amazing people love thier hometown heroes.

With several meats and 6 BBQ flavors as well as a selection of other sauces it will take a while to find your favorite combination. The staff was very friendly and struck up a conversation with everyone.

My son enjoyed the mac and cheese as well as turkey. I had a chicken sandwich with 2 state themed BBQ sauces. My sster enjoyed the brisket.  We had an assortment of sides including yummy cheezy potatoes, and cobbler. I plan on returning soon and tring a different meat."
5,"Best Bar-b-q- in Chicago,but call/order before 15 before you arrive!"
5,"If you like smoked, they have it. There are other options too that are great."
5,Love the pizza and salad.
5,"I love Woodchip's! Great food, friendly staff, and prompt service!"
5,The best barbeque in town
5,The food is delicious and you get a large portion of food. They are friendly and respectful  I will continue going there.
5,"Always excellent food and service! We really like the food, the atmosphere, the owners and employees are so nice and they remember you. We brought friends here from England and they really liked it as well."
5,Some of the best soul food you can get in the city of Detroit *^*=_ I live here my whole life trust me
5,Food is delicious & staff is very friendly. Will visit again
5,Great food great service great band
5,Lengthy menu....the Mediterranean wrap with steamed veggies is top shelf!
5,Always a great place!
5,Amazing BBQ...all the meats are smoked to absolute deliciousness and the mac n cheese is super creamy and cheesy!!
5,Awesome baby back ribs!
5,First time here 2/11/17.. great food... an We had a wonderful waitress Sarah who made sure we had everything we needed...music was very nice...will definitely come back again...
5,Delicious
5,Excellent dining experience
5,"Was a life savor in a situation where I was lost an even in rural areas where I had no network signal to make a call for help,  the maps app already downloaded complete blow by blow directions I survived using . Thank you Google Maps , xoxoxo."
5,Really worth a visit
5,"(Translated by Google) One word: DE-LI-CIEUX !!! everything was super good. The meat of the ""briskets"" was melting at will, the ribs delicious, crisp fries .. I have nothing to complain about. And the portions are extremely generous! I highly recommend!

(Original)
Un seul mot : DE-LI-CIEUX !!! tout était super bon. La viande des ""briskets"" était fondante à souhait, les ribs délicieux, les frites bien croquantes.. je n'ai rien à redire. Et les portions sont extrêmement généreuses! Je recommande fortement!"
5,"Great place to eat. We had their pulled pork ribs and smoked wings and they were all very good. You can definitely taste the Smoky flavor of the wings and they were very meaty wings. our waitress recommended some garlic butter sauce with the wings and we will definitely be doing that again..  Their broccoli was a garlic roasted broccoli. 👍👍👍

The desert was off the chart. I'll let the picture do the explaining 😉😁.

We had a waitress by the name of Nina that was a five-star waitress. Never met her before but She was enjoyable to talk with, very knowledgeable, and stayed on top of every need that we had. She was one of those waitresses that knew what you wanted before you even had to ask. I would highly recommend asking for her when getting your table. The other stuff that we came in contact with we're also very nice."
5,"(Translated by Google) Yummmmm

(Original)
Yummmmm"
5,Good ribs/great bread pudding...
5,A little pricey but great BBQ
5,"There aren't any great BBQ joints that last too long around here, but I hope this one will. They rival some of the best in Kansas City itself. Never had a bad meal, prices are good and their brisket is always tender, and that's not easy!!"
5,Best bbq in WI!
5,Food and service was great.  Philly steak was great
5,Best Brisket and Burnt Ends anywhere in IL
5,Great food and atmosphere
5,Love this place and andy.😄😄😄
5,"Excellent ribs, chicken, pulled pork. Bbq beans are the bomb. The only thing we did not like was the sausage links. But you can't like everything. Will be back."
5,Pretzel rolls and spread are too die for!😍 best sirloin! Service is lovely and  its a tad busy.
5,Such nice people and such delicious food. 5 stars people!
5,Excellent food and the owner greeted each table...
5,"Amazing 👌 great BBQ,
Will be going back!!!!"
5,Great food and service. I had smoked chicken and it was melt in your mouth delicious. Beer is very cold. Loved it and plan to come back.
5,"I give this place six stars , i usually get the shishkabob but everything on the menu here is just delicious. The atmosphere is really cool and ive never had a problem with the staff and i been coming here for 20 years."
5,Best bbq in town
5,"Great food, fair prices, and amazing service. They take their motto of ""from our family to yours"" seriously!"
5,"I had the salmon and sweet potato fries and it was delicious. The staff was so friendly and full of smiles, it was truly a family atmosphere.  The decor is very nice, with a lot of thought in the details. They have a nice green space where you can opt to put your food in one of their picnic baskets and grab a blanket to have a picnic outside. Adorable!"
5,The burnt ends melt in your mouth! There are plenty of sauce options for everyone. Highly recommend Lucius Q for anyone craving some good ol' American BBQ.
5,Wonderful choices and amazing food
5,"Good brisket, great fire sauce. Will definitely go back when in the area."
5,Popcorn machine is a cool addition. Great gyros!
5,The bbq chicken is amazing
5,Yumm... do yourself a favor and get a BBB and a WidowMaker. Will not be disappointed.
5,Yummy good
5,"When you walk in, you instantly smell the deliciousness. The best BBQ bake beans I ever had."
5,Always good food and good times
5,Called ahead an order ready when I got there....gift card for Xmas....
5,Good stop. Great view. Good food.
5,Best grill and curry powder Devon st
5,Great food. Attentive service. Fair prices. Who could ask for more?
5,The Bishops were playing. Great time with friends.
5,Great food
5,This place...IS THE BOMB! Best bbq around and quick service. Banana pudding is a must here!!
5,Fantastic smoked food.
5,"On a raining day I grew hangry while shopping with my friend. My friend told me about this BBQ place. I was not enthusiastic going to a BBQ place. The menu was simple. You place your order at the bar and then go sit down. I ordered the brisket sandwich. Little to my surprise when I put it to my lips it jest felt right. It was not gushy nor dry. Before I knew it, it was gone. I neglected my corny mash. That was the biggest mistake of my life. The view looking out to the creek and woods was fantastic. I recommend eating here."
5,Loved the food
5,Always great food and service
5,really good and fresh food .love the hog wings
5,Best bbq sandwiches and ice cream around! Eat there every month for lunch. Prices are reasonable and it's cooked in a wood smoker. Try it...you'll like it!
5,"Excellent food.  Plenty for dinner and leftovers for lunch tomorrow.  Small establishment, sits no more than 30.  Friendly and quick service."
5,"Love having beer and a great time..staff is fun and attentive. Food is good, especially the pork nachos!"
5,"Delicious!! Love Pearl's and the Southern Comfort food. The Shrimp and grits are the bomb. Try any of the appetizers, they're all good. I personally didn't like fried pickles, but theirs were really good. Service is slow, but worth the wait!"
5,It was excellent.  I got ribs and my wife got the Nashville hot chicken sandwich.  We both loved it. There KC burnt ends appetizer was wonderful and the mac and cheese was the best I've ever had.
5,This is my favorite hangout...I have not been disappointed yet
5,Only went once so far but it was some great bbq!
5,Not what it used to be as a kid but still delicious
5,Amazing
5,"Best BBQ in the city, hands down. This Findlay Market location is quick and convenient, but is limited with seating. Highly recommend their location on the east side of town for the true Eli's experience."
5,Great place met up with family after funeral
5,"Had the Baker tonight it was too notch. The staff was nice and helpful , and finished with some great ice cream."
5,Food and service was good as it always is. I love Smokey Bones!!!
5,i just got their peach cobbler for the first time in the 9 years that i have lived here and been eating at Pats....why have i wasted my life away not ever trying this before??!! Flippin phenomenal!! I am 12 weeks pregnant and i plan to ask my husband to get this for me weekly! lol!
5,Great food
5,The restaurant was great. The food was as usual delicious. The place was very clean and sanitary. My one complaint is because of a limited menu at this time I wasn't able to get my favorite Salmon Dip. The waitstaff was great.😊
5,Excellent food!!
5,My favorite BBQ joint im Lansing
5,Great food. Huge portions. Fun atmosphere. Excellent service.
5,Good BBQ joint.  Solid brisket and pulled pork
5,Great Mai Tai's and Combo meals. Chevon the bartender is awesome!
5,"And thE lady gave me some  BBQ BEANS TO TRY , 1ST TIME ,
I WL BE BACK
YUMMY"
5,"Still open during road construction. Go and support them during this time. Great food, great service."
5,Favorite place to eat. Best salmon I've had
5,Party of four and everyone loved their meal. Prompt service and nice prices
5,"Food is freash, organic, and delicious!"
5,"Great BBQ, awesome local joint, nice place to sit outside and enjoy the best BBQ this side of the Mississippi."
5,Awesome restaurant
5,Very good bbq!
5,Whenever I'm in Honor from Illinois I always have a couple meals from Jim's Joint BBQ😃
5,Best BBQ in town!
5,A little wait to be seated but the food was great and our Server Jess was awesome. So it was worth the wait!
5,The Best
5,Always  fresh and tender meat
5,"Scrumptious food, and unique flavors."
5,Good food
5,"Ribs, brisket and both tips are excellent!"
5,Nobody smokes it like these people. Good stuff!
5,Yum!!
5,Great food. Definitely recommend eating there and we will definitely be back. Staff was great as well.
5,"Love this place! Quick, clean and yummy!"
5,The Wagyu Beef Sandwich was absolutely fantastic
5,Food was really good!!!
5,Went there on a very busy day and we were set behind a huge table and we appeared to be forgotten. Waitress finally came over she was super nice and gave great service. I had the shrimp and grits which was fantastic and the shrimp tacos as an app were great. Other people at our table had the smoked brisket and the 1\2 chicken which they also said was delicious. Great portions for the price and they drinks were pretty good. I will definitely be back
5,Excellent food and service
5,"Good BBQ, pulled pork was great!"
5,Great BBQ and friendly staff. Give it a try.
5,"After you eat the beef brisket or pulled pork here, you’ll never be able to truly enjoy it elsewhere. Hands down the best I have ever had. Love this place!! Everything is delicious. Can’t go wrong with whatever you order. My dad likes to get the ribs, which effortlessly fall right off the bone."
5,"This place is really cool! Excellent barbeque and sides, relaxed atmosphere, and great service.  I'll definitely be back👍"
5,This was a great place in Green Bay to stop and get something to eat. They have a huge menu with all types of BBQ on it. It is a must go to place to stop in and eat at. The Greatest Food!!!
5,First time there love it will be back
5,Brisket sandwich....made on home made bun..😛😛😛😍😍😍 yes excellent
5,Gyros delicious
5,It was excellent!!
5,"One of the best barbecue joints in the city! The food was amazing, the customer service was on point, and the atmosphere was cool and quaint. Make sure when you stop in to try the greens, they are fire!"
5,Best BBQ in town
5,Good food.  Friendly staff.  Breakfast is good. Homemade pies. Home cooked meals.
5,Love the crazy sauce and the curly fries are the best!
5,Always GR8 food. Outstanding homemade soups.
5,If you like smokehouse flavor. They are hard to beat.  Their baked beans and cornbread are awesome
5,Great food!! Worth the drive and money!!
5,Love them. When I worked next door they always made sure I got my food. They treat you like family not just a customer.
5,"Great food, good beer, excellent service"
5,"Amazing brisket
Mac n cheese waffle is a great proportion of cheese and noodle with crispy edges"
5,Wow
5,Best ribs in the region. The beef ribs are juicy and alway welcome in my house! The fries and sides are truly homemade. They offer sauce to go in various sizes up to gallon jug size. Close to Bent River Brewery and you can eat your Jims at the brewery!  This is a must visit stop for anyone visiting our area.
5,Great food
5,Just had my first experience at this restaurant and the service was wonderful. The wings have a sweet but savory taste and the serving sizes for fries were huge. The service was well time and the waiter was a delight. I will definitely be coming back for more.
5,"Loved it!! I had the smoked wings dinner with mixed sauce, collard greens, and mac and cheese. The greens were by far the best I have tasted from restaurants around the city! Mac and cheese was just edible. The wings were the star but in my opinion were outshined by the greens. In fact, the meal was soooo good that I went back 2 days later. Highly recommend!"
5,"Fun atmosphere, great food and friendly staff!"
5,"Best BBQ in town, but don't expect to sit in the retaurant during a rush period. Small area for seating and there is normally a line out the door. Folks behind the counter are never overly friendly, but they're never rude either. They get the job done and move people through efficiently. Great place to eat."
5,"Great food, awesome atmosphere, even better view!"
5,Delicious food!! Great staff!! Will be back!!
5,Great food
5,Excellent food and indoor/outdoor eating areas for eating your to go order. Great smells all around.
5,"Their spinach has to be the dreamiest.  They have incredible sides and are very safe for gluten free.  I brought friends and family for first time and they were very impressed. Everyone loved the spinach,  the meat was moist, tender and yummy.  I think the Pig Splash sauce is my favorite,  my friends loved it too. It's a wonderful change from overly sweet bbq sauce."
5,Best ribs in Dayton.
5,Top tier bbq for the area. Much better than some other BBQ establishments located in the Ashtabula harbor
5,"Love this place.....great food, prices!!  Fun n kid friendly atmosphere. Our waitress Nina was fantastic.....requested her section every time we've gone"
5,Some of the best BBQ in Michigan!
5,This place is awesome. Stumbled across this place randomly. Great location surrounded by beautiful farms and countryside. Good beer on tap and excellent barbecue.
5,"Professional, Practicing Social Distancing, Food Piping Hot, Great Portions"
5,Amazing food!! From BBQ to salads!! Mmmm!!! 🤤
5,Delicious! Fall off the bone ribs! Corn casserole and sauce is best ever had.
5,Great family place! Mac and cheese n' corn bread taste like its from scratch.
5,"Food is great! But was shortstaffed and we could not wait 45 minutes for a table 😣 next time, I guess."
5,Great good great service warm friendly atmosphere
5,Best BBQ
5,"Good food, fast service"
5,"Very, very good."
5,Da best bbq in Chicago land... just as good as Leon's bbq...i love it...I always get da large hot links and rib tips /coleslaw / hot bbq sauce over everything❗yummy❗
5,Love the food
5,Outstanding food! Highly recommend giving sharko's a try
5,Best ribs around
5,Man I absolutely love this place. We have been many times and have taken friends and family. They love it too. Will be back there soon
5,Foods is always excellent.  Love the Barnyard Stew.
5,Hidden Gem!!!!!! Awsome menu. Food to Die for. Affordably priced!!!!!!!!!
5,Great food and wonderful people! 😍
5,"Even though I got there late, they didn't rush me out the door when closing. My dinner was excellent, thanks to everybody"
5,The food is excellent.  Worth the wait.  Need to hire a more mature staff that enjoy people and are pleasant. Can assist customers with a smile when crowded or not crowded. Basically have genuine customer service skills.
5,Great place for BBQ. The brunch is a must
5,I had a taste for bbq today and was willing to drive 15 minutes to pick up food at this restaurant. I've never been there but wanted to give it a try. I wasn't disappointed. The ribs were delicious. I will be back!
5,Great BBQ
5,Delicious food and excellent service!
5,"Great food and great service. Brisket, pulled pork, spicy wings, collard greens all amazing. Cole slaw - awesome. Everything was top notch including service. We will keep coming back. Good music, good atmosphere, and good food - what else do you need?"
5,"Wow, great food!!!"
5,Love it
5,Some of the best BBQ in the CLE area
5,The menu and service were ahead of my expectations. I absolutely loved the vibes of this place. First-rate spot to take my family out for dinner.
5,Great food
5,Max has the best BBQ in columbus.
5,"Great place, great food, everyone was great!!"
5,Amazing BBQ!!!!! Very nice decor on the inside where you can eat. Like the fact that you can see the chefs cutting up meat through glass window. Must try for sure
5,"Excellent and authentic food. Excellent portions, always going home with another meal!
Staff are very helpful and knowledgeable"
5,Always stop here on my trips to Fort Wayne. Bartenders are great and sociable. The regulars are nice to talk too. Friendly place. Great beer selection.
5,"A Great place to eat food is always hot and French,service is the best"
5,Thevplates are fire
5,Great food and very best service.
5,Surass was a truly wonderful waitress.  Love your personality! Loved my burger and the Prohibition sauce. Loved it so much I bought a bottle...My husband had the ribs. They were pretty good for 'slow cooked' ribs .  I can see us coming back again.
5,Wonderful service night manager was awesome had a big group of people and he handled it very well nice job
5,Amazing food. Tons of choices. Adorable atmosphere.
5,Great new place in Rockford meals are great menue choiceful great staff
5,Excellent Brisket!
5,There g8
5,Best BBQ around.
5,Best bbq around.  I drive from livonia as a special trip to get Beale Street once a month or so.
5,Never been there it was different
5,Sinfully delicious! Everything! 👍👍It's got a real southern flare to it!.. the meat sampler for $17 feeds 2 people easy ... Love Love Love....
5,Love the experience we had there !!! Treated like royalty  by staff !!!
5,Best smoked  ribs
5,"Great place for a fast casual dinner. I recommend getting any of bowls. However, I must say I am upset they took the Mediterranean bowl off of the menu, that was my favorite."
5,Great meal. Friendly owner. Hope they do well.
5,Great food
5,"Amazing bbq, cant believe I had never eaten here."
5,Good place for lunch and the service was excellent.
5,Great food!
5,"The pulled pork sandwich was delicious. Other family members also enjoyed their dinners.
We celebrated my son's birthday. Service was excellent and the food was great as well.
Will be back."
5,Great food and service.
5,Great food. The amount and quality was amazing. The servers were friendly and courteous...the band moonshot was really good.
5,Awesome food and the staff were great.
5,Black owned
5,Love it here. Very nice restaurant. Really good pulled pork.
5,Really good! but maybe a bit over-priced
5,Great food very reasonable price
5,"Great food!! Variety of different options, briscut, pulled pork, chicken, potato salad, corn bread ...  all excellent!!!"
5,They slaughter the pigs right in the store behind the counter what more could you ask for.
5,The family loves going there for dinner.  Were always happy with our meal and enjoy the cozieness of the place.
5,"Clean, good tasting food,very good service."
5,"Awsome place! The food is wonderful, portions are ample. The atmosphere is old of another era and very welcoming. All the help is very friendly
Do yourself a favor. Eat here, you'll be back!"
5,Amazing BBQ you won't find anywhere else
5,"Had some really good bbq , price was average
I will go back"
5,I love velvet smoke. Their food is delicious & the owner & staff is so friendly. They genuinely appreciate your business.
5,"Dropped in here to check it out, and we're glad we did. They've been open 3 weeks now, and Peter G.'s extensive experience in the restaurant business shows. No startup glitches, they were running great without hiccups.

The first impression is the restaurant is inviting and comfortable. The second impression is a friendly greeting and Peter Ginapolis,  the owner,  is working the front, introduces himself to us, and takes us to our table. He came back a couple more times to make sure everything was to our liking, and even took me outside to meet his chefs who were working the smoker.

The quality of the ingredients is evident- everything was fresh and prepared technically well, seasoning and flavor profiles were just right. The pulled pork was delicious,  just the right amount of smoke (they use both hickory and cherry in the smoker), excellent texture, and not one glob of fat or connective tissue on the plate. The pulled chicken was equally of high quality, not dried out, and well seasoned.  Sides were good, roasted corn, brisket bacon beans, mac 'n cheese. All great.

There is a good selection of draft and bottled beers, wine, and a full bar. Menu has a bigger selection of items than most BBQ restaurants,  with apps, seafood, salads, sandwiches, and full dinners.

Ginopolis' BBQ is a nice addition to the already great variety of good restaurants in downtown Brighton, and we will be coming back."
5,"Best bbq, and smoked meats we have ever had. Worth the drive to eat here. Great property. We devoured the rib tips, smoked brisket sandwich and the fried macaroni, smoked pork and jalapenos balls."
5,I wasn't expecting it to be that good. It was that good.
5,I love their boasted chicken and the service is an A+ rating
5,Great food. Cold beer. Super service.
5,Great tasting bbq via quick counter service. Clean and nicely furnished atmosphere. You can't go wrong with the sliced beef brisket with side of texas chili.
5,A place to take your babe.
5,"Came here on a whim (was originally thinking of going to Famous Dave's) with my fiancee, and we are both very glad we did. Food is excellent, draft selection is good, and the service is awesome. The live music is also enjoyable- loud, but not too loud. A+ BBQ joint."
5,Great sauce variety and view
5,Love it
5,Awesome food and great service there.
5,Hands down the best brisket you will ever have.
5,The food here is AMAZING!!  This is from someone that lives 2.5 hours away.  I would go back there to have dinner if I had time for the drive.
5,Great service and really good food
5,Great tasting BBQ and large portions.
5,"For franchise food,  it was awsome"
5,Delicious food
5,"Always a delicious meal every time, the pig pops are a wonderful treat, and the pulled pork never fails to satisfy. If you eat here, you need to try the potatoes, they are sublime"
5,Food and service were amazing. Best barbecue north of Memphis
5,"Best rib tips hand's down. I compare all ribs to Frankie's and while most are pretty good, I can't find any better than theirs. Well worth the wait."
5,Always good time
5,"We had the smoked sliced brisket, perfect, nothing more needs to be said, oh the corn bread was moist and super good too."
5,Good food and drinks plus nice view of airport
5,"Great food..Great service!!! The bbq sauce in unbeatable, I absolutely love it!!!"
5,Love the ribs & brisket. Regularly stop whenever I'm in WCH.
5,The food and the staff was excellent I will be going back
5,Love this place! Chicken gyros! Yum!
5,Best BBQ in town!
5,Great food at reasonable prices with a very freindly staff!!!
5,Super cute interior..ordered the pulled pork with two sides..pork was tender with good flavor..the cheesy potatoes are to die for..could of eaten three bowls of the green beans..staff was great will return!!
5,A nice warm atmosphere. Who would have ever think of adding Colslaw on pizza? The Carolina Pizza does just that and it is amazing. Great food and drink. Enjoy!
5,I love their food I bought A gift certificate for the family meal from Groupon it was awesome go to Groupon to get excellent Buys awesome food and awesome restaurant and awesome employees I will come back again and again
5,"So glad this place was able to open back up. I wish I hadn't eaten so fast, I didn't have time to take a picture!! Highly recommend the BBQ wings and rib tips. Love the atmosphere here as well, looking forward to many more visits!"
5,Great food Great Service!
5,The service is great now and my pizza was very good.
5,"Great food, friendly staff, wide variety of drinks. Also nice to hold a meeting."
5,Great place to eat
5,Good stuff!
5,Probably the best barbecue you can get in Columbus. You should go.
5,Smoky loveliness!  I ate the sampler and it was a good portion and delicious.  Staff was very friendly also.  Worth a visit!
5,OMG smokins now has a broaster!!!!! I'm from Oakland county. Reminds me of chicken shack chicken. Soooooo good. They better let people know. Dont want to lose this. Thanks  Olivia for the suggestion. New owners if you haven't been in for awhile I recommend you give them a try. No longer run out of menu items and have added many more choices.
5,This place is always exceptionally good!
5,Enjoyed the house IPA and BBQ chicken as we watched the homecoming parade on a fine Autumn day.
5,Bbq was great
5,First time there. Great food and service. The deck on the second floor was amazing. Live music and a sunset.
5,"Best Bbq I've ever had. You can't go wrong with anything, but the brisket is amazing."
5,Excellent food and atmosphere. I'd recommened this place to anyone. AWESOME.
5,Best food and best darn  service it's a must go to  place
5,Good food.
5,Love their pork grenades
5,Great food
