rating,text
5,Food was great! Service was awesome. Been getting Italian beefs from here for years and they have always tasted the same. See ya next time!
5,Always great
5,This is the place to be when you want quick and delicious food. The place was clean and service as great. Parking is a challenge but we'll worth it for the food.
5,Luv it great service
5,"(Translated by Google) Excellent food, you have to queue to order and withdraw the order but it is worth it. for family

(Original)
Excelente comida , toca hacer fila para pedir y retirar la orden pero si vale la pena. , para familia"
5,"Mouth watering double bacon cheeseburger, Italian beef, salads hot dogs.. just a delicious place to dine at. Prohibition theme with plenty to look at while eating. Great customer service, waiting time a little long but well worth the wait. Ice cold beer for the man and as my fiance says perfect and delicious  cake slices."
5,"I know there's lots of great food there, but I can't pass up a Chicago dog!"
5,Consistently excellent food
5,Great food and prices
5,Friendly staff
5,I love it.. Awespme selection
5,"Stopped in for a quick bite on the way to Addison Ice Rink.  This location is much smaller than other locations, but still a solid portillo's. The staff was very friendly and it was nice and clean. We will stop in again when we are back in the area."
5,"I like Mr. Hot dog.  A Bay City institution.  Nothing fancy.  Very basic and limited menu but it's fine with me.  No computers or point of sale registers, just an order pad and pencil.  Great weekly specials.  If you want something fancy, you better go somewhere else.  I have no problem with the food or employees."
5,Best beef sandwich hands down! There rins are amazing to. Service is always as fast as they can be. But always worth the wait!
5,Food was delicious!
5,Go to any Portillo's and fine the ambience always upbeat.
5,5 minute walk up 38 roosevelt street to a nice spot slightly off the fox river trail. bike friendly and contains fish wraps pizza chicken and sweet potatoe fries haddock fish etc.  get your munch on for a quick fix alongside other entrepreneurs along the way cya there friend.
5,yum
5,The best hot dog and Fries in the entire world
5,Broad menu quick service. Quality fast food.
5,Something about their burgers...Chicago staple!
5,"Best hot dog and fries in the area, also has a rotating selection of less common encased meats. I think that they had cajun style panda sausage for a while"
5,Get a big baby it's an awesome Burger and their gyro is second to none. I've been going to this place for over 30 years
5,Awesome
5,Great dogs with quick Service
5,"Portillo's has the best need sandwiches and chilli dogs, they are always fast and friendly. Their drive thru is very organized and able to handle a large lunch and dinner crowd. Barnellies has great pasta and sandwiches as well. Very easy to order online with their app and food is always amazing. I would definitely recommend this place to anyone looking for a great meal and fun atmosphere, family friendly too."
5,Great dog's
5,High priced but very good!
5,Best Chicago hot dogs
5,"Portillo's is hands down the best ""fast food"" Italian beef shop in the Chicago area. Yes, there are many local ""Mom & Pop"" Italian restaurants that make Chicago style beef which is ""to die for,"" but if you want a good, consistent sandwich throughout quite a wide (and growing) area, Portillo's is the place to go!

The Downers Grove store is mobbed during regular lunch and dinner hours, but they have their double lane drive thru down to a science, and the staff really tries hard to make it less stressful

BTW, may I also suggest you try a tamale with cheese, chili and onions! A bit messy, but a most excellent treat, IMHO."
5,Go there everyday and there service almost matched the quality of their food
5,"Love love love the Italian beef,wontons get it anywhere else lol"
5,"A Chicago staple that receives a ton of praise and is surprisingly NOT overrated at all. The quality, atmosphere, service, and selection are all superb. Believe the hype, come here and you won't be disappointed. My favorites are the italian beef (make sure you get it dipped), cheesy beef, and the chopped salad."
5,Felt like sweet home chicago
5,I cannot begin to tell you how wonderful it is to get a dipped Chicago style Italian beef here in Indiana.
5,I love dairy twist! It's been a staple of our town for as long as I can remember. They have huge sizes for low prices and the ice cream is amazing. They also have lots of vegan options which is fantastic.
5,Great fast food joint!
5,Order the XL Chocolate Cake Shake - you will NOT be disappointed!
5,One of the only things that make Lafayette tolerable
5,Best hotdogs n Italian beef around
5,The hot dogs are AWESOME!!!
5,A little bit of time to get pur food but it was more then worth it! To be fair it was the shakes that held things up.
5,Excellent food
5,"Huge sizes, great flavors. Plus i have vegan family members who can now join for ice cream.  They love it!"
5,Loving there chili dogs and banana shakes!
5,Yum
5,Good food slow service
5,"Awesome beef sandwiches, bacon cheeseburgers, and best cheese fries EVER!"
5,Nice place to eat great food and it's clean will come again people are friendly prices are not that bad
5,Enjoyed a Maxwell St Polish and onion rings here tonight while catching up with a coworker after a hard day's work! Can always count on Portillos for a great meal!
5,Long lines
5,Delicious food
5,Best hot dogs at a good price with great staff!
5,Food was good
5,Great Italian beef
5,"I can't come back to the Chicago area and NOT eat at Portillos. There are only a couple of beef sandwiches for me,  and this is Numero Uno.
The beef is flavorful, tender, juicy, and satisfying.  On a great bun with juice. I can take hot or sweet peppers. Either one is great.
Hot dogs have snap, flavor, fresh ingredients on top, sport peppers... I miss being able to go to Portillos whenever I want.
Fries are hot and delicious, or baked potato is a good change.
Salads are great. Love the burgers, too.
Chocolate cake..... need I say more?
I'm hungry now!!!!!"
5,"5 stars, nothing else need be said"
5,Best hot dogs in town
5,Ok
5,"Such a great neighborhood business that we've been visiting for decades!  To garner such devotion and loyalty, they've GOT to be doing something right!"
5,"Cute shop with great ice cream. They have a lot of flavors (many which are not visible in the freezer case, so make sure you read the full menu to view all their opinions!) The staff were all very friendly."
5,Food was really good.
5,Love how you can make up your own flavor
5,Love portillos everything is great
5,Food was quick and good. Service friendly.
5,"Terrific food, great service,  cleanliness &, social distancing well done."
5,Amazing food
5,Awesome Gyros! Great atmosphere! Friendly staff!
5,The best place to go get a hot dog
5,"How could you not love this place!? Hotdogs are the best, and the Chocolate cake shake is to die for.

Only bad part is no free refills on soda."
5,Good
5,I had a terrible experience me and my nephew.  I'm going to just blame it on the Pandemic we are going through.  Our order was messed up and we received the wrong info on an item we wanted with our food.  So yes I'm going to blame it on the COVID 19 issue.  I really like this particular place to eat at 🥰.
5,Great food in fabulous surroundings. We will be back soon.
5,Great foods great service
5,Great Restaurant Chicago favorite
5,"Nothing but great things to say about this location! The food is delicious and the beer is cold! Staff is friendly and the drive thru is very efficient! I highly recommend stopping in for a double bacon cheese burger, fries and a chocolate cake shake! This location also has a Barnelli's attached to it so salads, soups and pastas are also a great option for those seeking a more Italian experience!"
5,Always the best food
5,"Been going here since I was a kid. Fantastic gyro plates, burgers, and everything else"
5,The absolute best hotdogs anywhere❣❣❣ Gulla dogs with everything can't be beat❣❣❣
5,Good
5,"Mmmmmm. Portillo's never disappoints. I love their fries, chop salad, and chocolate cake. Just wish it was cheaper for a hot dog, but it has never stopped me from going back."
5,"These guys rock! I love the food at Portillo's. It is probably the only fast food place I enjoy eating in Illinois. Actually, the midwest. The salads are fresh, the onion rings are awesome and the coleslaw is great. The only problem is sometimes, it is hard to get extra ranch for my salads, than other times, they give me like twenty extra ranches. I do have to say the customer service was slopping, but they got rid of a few people, who seem to want to socialize more than work at Portillo's. Great food and service now!"
5,Clean  friendly & the front was good.
5,Good food
5,"Amazing chicago-style food directly from a chicago-based great.  Chicago dogs, sausage, italian beef, sandwhiches, and the famous chocolate cake shake, are all amazing. If you are not a fan of Chicago street food, you will have trouble finding something you enjoy here. Whether you used to live in Chicago, or just love visiting it for the food, Portillo's will bring back memories directly through your tasebuds."
5,Can't go wrong with the all beef hot dog! Get it with everything!
5,Love their food just not in love with their hours.
5,Great food
5,Great service and always good food!
5,Awesome Soft serve and great yogurt and Dole fruit juice soft serve options also!
5,"I ate a brat with hot sauce, fried onion, pickle, bacon, mustard, and peanut butter on it. Wow."
5,A real factory cafe with great sandwiches. I like the pastrami.
5,Fantastic food and service. Food was priced perfect for its quality
5,Great place for dogs! The Portillo's Hot Dog was the first time I've ever tried a Chicago dog & loved it. Maxwell's Street Polish was also pretty great & flavorful.
5,Great food. Nice slot room private!
5,"It's great, go get some!"
5,Excellent !
5,WB. GREAT
5,Best coneys anywhere
5,Do I really need to explain why the Big Beef with Mozz and Sweet Peppers is delicious?
5,Great food!
5,A taste of home.
5,Best dogs ever!!
5,By far the best burger I’ve ever had in my life. Got the volcano minus bacon. This place is an hour away from my house and I still make the drive.
5,Got take out for my mom. Chili mac. She loved it. Said it was not greasy at all. Enough for 3 meals for her!
5,Sooooo gooood
5,Love Portillo's. Their Italian beef is just the best.
5,Great food
5,Good
5,"Only ordered takeout from this location, but the service is always good."
5,Love this hotdog stand everything is awesome
5,Great place
5,Great place clean organized but food greasy so if your looking for a greasy food location this is the place for you
5,Good customer service
5,nice place to go and eat
5,Stellar as always
5,Best dogs in Chicago!
5,Very  good service
5,"The food was great and service was very good, I did not have to wait long at all."
5,"Hot American Coney fare. Good food fast. Good service. Friendly. Our large group of 9 sat together and the food came out as ordered, warm and in a timely manner. 🙂"
5,"So crowded, but food is worth the line and wait!"
5,A quality Chicago dog and Italian Beef. Can’t be improved on.
5,Couldn't have national hotdog day without them!
5,Best burger I've ever had
5,Been a fan of Portillo’s ever since visiting in Chicago. The location in Sterling Heights is great! They have plenty of seating inside and out. The food was excellent. I’m a sucker for the Chicago dog. My wife enjoyed her burger. The chocolate cake is amazing! So decadent and delicious! Highly recommend going! My family and I will be returning!
5,"GREAT FOOD AND FAST SERVICE!!
THE CHOPPED  SALAD IS AMAZING!
ITALIAN  BEEF AND HOT DOGS 🌭 ARE AN ILLINOIS TRADITION!!"
5,Food is awesome and service is great.
5,"This is the best hot dog place in Chicago.  Make sure and add their chocolate cake shake for dessert.  Plus this location has Italian food as well.  Very clean, friendly staff, and for being really busy, they were fast with our food."
5,Chicken on the croissants is awesome but everything is good!
5,Great burgers
5,"Their food is authentic, hot, fresh and so delicious."
5,"Hotdogeddys is better than Bravas, and better than Coney Island in Ft. Wayne.

I ordered the hash dog and the mac dog with baked beans. Everything was delicious, and very filling at that. And I must say, the hash browns on my dog were cooked PERFECTLY - fine job Ed.

10/10 - great experience in every way. I can't wait to return for more dogs."
5,Best Italian beef sandwiches ever!!
5,What can you say.  They are a legend!
5,"Not Coney Island, but dogs are good and they have fries. Yum."
5,Always a reliable option!!!
5,What can I say besides Portillo's have the best beef's in Chicago.
5,good food good price.
5,Good place great food
5,Great food and staff
5,The place was packed we got our food in a very timely manner and it was good and they just kept cranking out the same witches absolutely love my big beef I had mine dry and had a chocolate malt it doesn't get any better than this was really good
5,Try the beef sausage combo
5,Good food and very friendly staff
5,Love this place.....great 🍟
5,Always a good quick meal!
5,The Bomb in polishes and red hot delicious French fries.....🌭🌭🍟🍟🍟
5,"Food was great, staff was friendly, service was fast."
5,"Eagle is a great restaurant  hot dogs , gyros, sandwich and soup . Wednesday is Rosa Marina soup . Try it it's awesome"
5,Good food.....good service
5,Great Italian beef!!
5,Awesome food
5,Great specials on Tuesday
5,Great food
5,"Any Portillos is five star in my book. It's not one thing that's great, this the whole menu."
5,"Chicago dogs, omg, so good!"
5,Good hot dogs and quick service
5,Delicious choices
5,Great food and fast service!!!
5,Great burgers! Atmosphere is great and service is friendly and speedy!
5,Great food awesome service
5,Friendly and great food!
5,Great place to eat
5,"(Translated by Google) It's so good, for once in a while

(Original)
Es tan buenas,para de ves en cuando"
5,Food was AMAZING! Always love coming to B&K. Never disappoints me
5,A BEAUTIFUL day topped off with ice cream!!🍦🍨 A great start to the (birthday) weekend!!💝
5,Food is always good
5,Really great food and nice people
5,Good food
5,"Excellent food, best place to get away and enjoy a bite to eat."
5,I really like their food. I always get excellent customer service here. The place is well kept and the employees are always super nice. I highly recommend this place.
5,Best beefs ever!
5,The best burgers!
5,Great food
5,Best chocolate cake ever
5,Mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm
5,Big beef nacho cheese hot peppers dipped fresh 🍟 my favorite Chicago spot even tho line long they operate fast and very friendly service love u guys
5,So glad they're here in Indy!!!
5,Nice little place to grab a wiener 😉
5,It was my first time I really liked it
5,"Very fast service with great food. Would highly recommend for a quick good breakfast, lunch or dinner."
5,"The hot dogs are great, the Polish is better, fried salami (!), but the Italian Beef is the best I've ever had."
5,Excellent flavors!
5,Great food and service.  Very busy but service is quick.
5,Delicious!
5,"First time eating here, food was excellent,good service, pleasant staff. We will be back!"
5,Real food not the wimpy stuff the chains sense y
5,"(Translated by Google) Yes, he was rich!

(Original)
Si estaba rico!!"
5,Love the red hots especially after 11pm the best!
5,Italian Beef
5,"Always good, always consistent no matter what day or time I go!!"
5,"Excellent food, always packed but fast paced service"
5,Food here is made right Everything i tried here is always delicious. I Usually get the cheese burger and cheese fries.
5,One of the best hotdogs I've ever had. I loved the mad dog.
5,Fast and delicious
5,Garbage dogs rock!
5,Awesome  place to have great food.
5,FOOD GOOD
5,Great quality and portion sizing for the price!!!!
5,Great
5,Best hot dogs in Chicago!!
5,Always good!
5,"Great food and staff, it's very popular"
5,Friendly wait staff great food
5,Good mood food love the beef chili cheese dogs
5,Been a long time since I ate 1 of those polishes and it tasted just like I remembered.... GOOD AS HELL
5,Great!
5,"Love it, I hate the wait with covid. I want to go back to normalcy"
5,What would you not love about the best Hot Superdawgs in the state. Burgers are pretty good too. Love how you can either get food brought to your car or walk in and get your food.
5,Love this little old time hotdog place. There food selection is limited but you will not be disappointed in the selection that you make. There service is very friendly and super fast. Best place in the area who might not have 20 minutes to wait in line. Plus during the summer they have an excellent car show to bring the kids to.
5,Fav
5,We visited today because my uncle wanted a hamburger from the place he saw on the food channel. Great choice!  The food was great - I had a chicken sandwich and ranch fries. There was no wait for service and everyone was friendly.
5,I had a delicious Farmers Omelet with turkey sausage. The waitress was very nice. You can Always get a delicious meal at National!😊
5,"Delishious as always, my go to got a good chilli cheese dog."
5,Italian beefs...nice and tender as always...barnellis pasta fettuccine superb sauce....
5,I LOVE cooks. They are so friendly and all the food is great. The prices are good too.
5,Always enjoy Portillos.
5,It's awesomely delicious! Service and food was outstanding. Super clean.
5,Good easy eats!
5,Very good
5,Greate classic place. For me its historical place! You have to stop by!
5,Great Chicago Dog!!!!!! Great price.
5,Great food and service.  The malts are to die for!
5,Yummy
5,Best Detroit overall coney island
5,Food was great the price was a little high but the food and staff were very friendly
5,Great burgers!
5,Everything!
5,Good food fast service line was long but went fast
5,It was delicious! I love those Italian Beef!
5,Food is always delicious
5,Yummy! And perfectly priced too!
5,Great food
5,Good food
5,Best Italian beefs ever
5,Amazing Chicago style hot dogs and Italian beef! Surprisingly great service! Must stop in when in Chi-town...
5,Best burger in MKE
5,Bomb
5,This is the place for burgers aka big baby . The fries are well done and are crispy.  Hotdogs are delicious as well.  Super fast service.  No tables only like 10 stools to sit on . It's a small place but with big flavor.
5,Yummy
5,Still the same good food.
5,Can't go wrong with portillo's never dissapoints!
5,If you know... you know
5,Love this place 😍
5,My favorite high school hang out in '68-69.  Brought my grandson to try the Rebel Burger and Root Beer Float.  Still going strong 50 years later.
5,"Coney dog, chopped salad, cheese fry and chocolate milk shakes were all good. Next trip will try Italian beef and chili."
5,Great beefs friendly servers
5,"Best burger I've ever had, they wont the 2016 ""burger-off"". I'm here almost once a week"
5,Good food
5,This is the best  chili dog spot in central Indiana. Great service and food.
5,"All hot dogs, 2 for $5.00 this week. OH, YEAH!"
5,My absolute favorite big burger cooked the way you want it. The rosemary garlic fries are the best always leave very full and happy.
5,"Omg, words can't describe how delicious food is.."
5,Love it!
5,Best italian beef!
5,Great beef sandwiches / great salads.  Probably one of the number 1 beef places in the Chicago/NW Indiana regions.
5,"Such a variety, speedy line results, drinks,many of them."
5,Great food
5,Love the ribs
5,Good as usual
5,A must for anyone visiting chicago
5,Great Polish hot dogs and fries
5,Awesome food and great experience! Love the Italian Beef!
5,"Lines are always long but its expected. However, I came across a new item on the menu (not necessarily new). But I always get the Italian Beef, but someone told me to try the beef and cheddar croissant (same thing but a sweeter bread). And it was amazing! Let me know what you think."
5,It's  my new favorite place to eat 😋
5,Like app the Portillo's places they all are the same to me. This one is a bit smaller compared to the one on the corner of Bloomingdale and North Av. The food is great as always. The only thing I do not do any more is go through the drive through. They always seem to mess up my order. Of course that wont make me down this place in any way. Everybody should go here and its a great place to try out if you are not from Chicago.
5,"My family has been going to Joe's since it was on Eastern Avenue.  People have come and gone but the food is the same old goodness.  Two things I love...

1. They salt everything! Their fries are the best in Joliet.  Love the onion rings also but can't eat onions anymore.
2. There is a drive thru now

Highly recommend!"
5,Fav
5,"We have tried so many hotdog places over the last few years visiting Chicago, and this place did not dissapoint! Even their chicken sandwiches were amazing! Also, who doesn't want to eat a bucket of fries with their hotdogs??"
5,Amazing food always really packed so plan ahead where ur going to sit
5,They have the best fresh food here
5,"Best dawg in Chicago! 3rd best beef - killa burgers, damn good soups, excellent chop salad and a chocolate cake shake to kill for. ( women will say die for , an will kill for - it all evens out...) Awesome Chicago cuisine!!"
5,Good food friendly people and nice prices.
5,Great coney dogs!
5,Excellent!! Amazing!! D-e-l-i-c-i-o-u-s!! They have the absolute best gyros EVER!!😍
5,Easily one of the best philly's I have had. Will definitely be back. Service was great too.
5,Thank you  Portillo's Cali for calling today. We'll be back.
5,Busy but worth the wait.
5,"This place is always packed. And it's no wonder cuz the food is awesome!  The service is fast as well; they even have employees outside in the drive through to help move the line along. The building is huge, and provides enough tables for the crowd. The lighting and decor create a relaxing atmosphere. Plus, the employees are always smiling and very friendly. Highly recommend!"
5,Had a good hot dog here.
5,Italian beef is the 💣
5,Great food at reasonable prices.
5,Great dogs and staff is ok
5,"Yummy food, fast, hot and fresh"
5,good dog and beef
5,Food was delicious and at a great price!
5,Delicious
5,Always good
5,Great food
5,Great ice cream! When you ask for a single scoop it's literally 10 scoops! The best tasting ice cream. Extremely good slushiez!
5,"Place was packed, but got served quickly. Also it's delicious!"
5,"Fast friendly service at midnight. I don't know if it's because I've been up for 36 hours straight, or if it's because I skipped lunch and was starving, but I swear this was the best food I've gotten from any Coney Island, ever. I had never been to this Coney before, but will definitely be back."
5,Good food and great chocolate cake shake!
5,Food is great.  Friendly atmosphere and great prices
5,Great food and a place to take a family
5,Really love this place
5,"The hot dogs were large, juicy, and tasty! The service was quick. I am coming back soon!"
5,Great food and affordable.
5,Really fresh burger and always great Italian Beef! With Extra gravy of course!
5,Big beef Italian beef sandwiches are awesome!!
5,Damn fine dog for a damn fine price
5,Great food and very clean place.
5,Love it
5,"Parky's is still quick, hot, tasty, and readily customizable.   And not exorbitant!"
5,Always perfect
5,"This place is a Chicago Institute. When wr lived in Chicago, went all the time. Now we live in rual IL, but had to go into Chicago for business and stopped here. It's been years, but it's still the best.
The thing, for some people you should get trays for the windows for your drive in eaters. It would help with the mess.
Great memories, still the best."
5,Good food good take our
5,I love this place
5,🔥
5,Good hot dogs!!! ❤️
5,Fantastic!
5,Great atmosphere
5,So glad we stopped here had a delicious Reuben.
5,"Best hotdogs around. Whenever I come to visit IL, we have to go to Portillos"
5,Great food and decor!
5,Always good!
5,"Most importantly, the food was delicious, big portions and great desserts. Kind of messy but that's the style of the sandwich. A bit pricey for fast food, but it's different than the other fast food places. Small problem with the order but that was quickly taken care of by Jason the manager. Very clean inside."
5,Best place to go for food after the bar and really any other time during the day. It has a very nice retro vibe to it and friendliest service in Oshkosh.
5,Portillos is Portillos.. A little more expensive than other options but very convenient drive through.. Usually only go there for the grilled chicken croissant...
5,"The best Italian beef and hotdogs, and always friendly, attentive service!"
5,"Best known for its coney dogs and root beer served in chilled mugs, but offers a wide variety of other sandwiches, sides and ice cream. Outside picnic table seating or car hop service. Grounds are neat as a pin and all employees are super friendly and most accommodating. You won't be sorry you stopped in...😋"
5,"A must place to eat, especially if you like Chicago style hot dogs and casual dining.  They have staff outside taking orders at the drive thur lanes, rain or shine. Decor speaks of the old days in Chicago. Food very good... chocolate cake is out of this world."
5,Excellent and great service.
5,"Good for, great service"
5,"Good food, friendly staff, and quick service. One of my favorite Portillo's locations."
5,Great food
5,Great food.  Clean building.
5,The service was fast and the food was great. Friendly and respectful. Customer service was great did not have to wait long for my food.
5,Great food and fast service!!!
5,Food is great
5,"Gotta love Portillos! Every visitor to Chicago should visit at least once. Famous for their Chicago hot dogs, but the Italian beef is my favorite."
5,Amazing Like always
5,"Have breakfast here multiple times per week for decades. Good food, good staff, good price."
5,Never a disappointment.
5,Love the chicken gyro and the fries are cooked to perfection!!
5,Nostalgia 50s feeling here. Service is fast despite the number of people coming through
5,"Food was very good, Fast service!"
5,This place is consistent with every single meal. Fresh and always delicious
5,Food and desserts are great
5,Love this place ❤️
5,Loved the whimsical menu item names and descriptions. The entrees were creative takes on casual comfort food. The poutine is wonderful and makes a great shareable plate. Also a good variety of creative cocktails and craft brews.
5,"Great food, quick service."
5,Delicious Burgers!
5,Great all around always.
5,Awesome Burger great fries and quick polite service.  Big winner here.
5,The food is top notch and the decor is very inviting
5,Who doesn't love Portillos
5,true Chicago dogs!
5,Small selection but all dishes are excellent!
5,Real good food and service.
5,"Love the guys cooking, clean and nice place for a quick meal."
5,Great hot dog joint!
5,Love the Berry salad. Perfect summer salad!
5,Love it!
5,A Chicago must!
5,great salads!
5,If you haven't had them yet you won't be disappointed
5,"This is a great neighborhood type of place to go where they know you. The menu is your typical hot dog menu but like most, the food is good & hot. They get very busy for lunch but the wait is minimal. Price is in line with similar places."
5,Great little drive in.  Multiple picnic tables if you don't want to eat in the car.
5,Excellent
